img_size,dropout,val_acc,runtime_sec
32,False,0.9802371263504028,8.24751615524292
32,True,0.9940711259841919,7.6946327686309814
64,False,0.9841897487640381,25.704684495925903
64,True,0.9822134375572205,26.21016836166382
128,False,0.9960474371910095,198.51584196090698
128,True,0.9683794379234314,173.67691898345947
